x,y,z,fault
1.133391118,0.152036364,0,1
2.40038513,0.119369091,0,1
-0.756947705,0.120190909,0,1
-2.044246108,0.539523636,0,1
1.154507685,0.114643636,0,1
2.540079341,-0.345985455,0,1
-0.553091617,-0.201961818,0,1
-1.608107784,0.233807273,0,1
1.012376946,0.263803636,0,1
1.84607525,-0.075607273,0,1
-0.529132435,-0.011094545,0,1
-1.392881238,-0.238327273,0,1
0.41258523,-0.080949091,0,1
0.768724251,-0.398992727,0,1
-0.489335828,0.058554545,0,1
-0.957149002,0.535825455,0,1
-0.428422655,-0.286403636,0,1
-0.030050499,0.296265455,0,1
0.092588024,0.331192727,0,1
-0.250556188,0.02486,0,1
-0.799993014,0.086907273,0,1
-0.308626747,0.317016364,0,1
0.693191916,0.388103636,0,1
0.453194012,-0.378241818,0,1
-0.598167365,-0.520621818,0,1
-0.136445509,0.02712,0,1
1.000194311,0.065129091,0,1
0.387407784,-0.667932727,0,1
-0.628217864,0.034310909,0,1
0.011370459,0.18984,0,1
0.975016866,-0.30736,0,1
0.286291916,0.181005455,0,1
-0.562025549,0.231136364,0,1
-0.08771497,0.473161818,0,1
0.220099601,0.109712727,0,1
-0.13806986,-0.125943636,0,1
-0.031268762,0.296881818,0,1
0.265581437,0.191689091,0,1
-0.127511577,-0.08588,0,1
-0.395935629,0.249832727,0,1
0.059288822,0.504801818,0,1
0.270454491,-0.104781818,0,1
-0.210759581,-0.217165455,0,1
-0.219287425,0.099645455,0,1
0.17177515,0.206892727,0,1
-0.170556886,-0.284965455,0,1
-0.449945309,-0.087112727,0,1
0.049948802,0.209563636,0,1
0.339895509,-0.37968,0,1
-0.275327545,-0.098207273,0,1
-0.518168064,0.059170909,0,1
0.225378743,0.024038182,0,1
0.438980938,-0.087934545,0,1
-0.22213004,-0.192716364,0,1
-0.228221357,0.041501818,0,1
0.564868164,0.036776364,0,1
0.478371457,-0.014998182,0,1
-0.308626747,0.169705455,0,1
-0.330961577,0.267501818,0,1
0.318372854,-0.130874545,0,1
0.374819062,-0.066772727,0,1
-0.203856088,0.17402,0,1
-0.30050499,0.249010909,0,1
-0.004873054,0.066772727,0,1
0.122232435,0.016230909,0,1
-0.007715669,0.338383636,0,1
-0.250556188,-0.09492,0,1
-0.171369062,-0.086085455,0,1
0.240403992,0.255790909,0,1
0.296444112,-0.062458182,0,1
-0.119795908,-0.058965455,0,1
-0.204262176,0.06102,0,1
0.321215469,-0.026914545,0,1
0.302129341,0.111972727,0,1
-0.410960878,-0.100878182,0,1
-0.443041816,-0.044583636,0,1
0.325276347,0.3955,0,1
0.543345509,-0.186141818,0,1
-0.349641617,-0.149981818,0,1
-0.598167365,0.393650909,0,1
0.294413673,0.049925455,0,1
0.412991317,0.0113,0,1
-0.439793114,-0.107863636,0,1
-0.387001697,-0.147310909,0,1
0.598979541,0.077661818,0,1
0.626999601,-0.033078182,0,1
-0.259084032,0.150187273,0,1
-0.361012076,-0.139709091,0,1
0.414209581,-0.081565455,0,1
0.469437525,0.269556364,0,1
-0.185582136,-0.031434545,0,1
-0.15309511,0.157789091,0,1
0.394311277,0.066567273,0,1
0.057664471,0.079305455,0,1
-0.491772355,0.364887273,0,1
-0.070659281,-0.097385455,0,1
0.299286727,-0.42036,0,1
-0.22578483,0.091016364,0,1
-0.751262475,0.439878182,0,1
-0.022740918,-0.025681818,0,1
0.580299501,-0.098823636,0,1
0.040202695,-0.01808,0,1
-0.44426008,0.059581818,0,1
-0.043045309,0.171554545,0,1
0.617659581,-0.142996364,0,1
0.227409182,-0.017052727,0,1
-0.265175349,0.230109091,0,1
-0.048730539,0.198263636,0,1
0.363854691,-0.227027273,0,1
0.352890319,-0.152036364,0,1
-0.126293313,0.211823636,0,1
-0.356139022,-0.047870909,0,1
-0.307408483,0.091838182,0,1
-0.019492216,0.191894545,0,1
0.09136976,0.00452,0,1
-0.120201996,-0.043350909,0,1
-0.274921457,-0.108890909,0,1
-0.127105489,0.051158182,0,1
0.249337924,0.265036364,0,1
0.234718762,0.06554,0,1
-0.170556886,-0.196003636,0,1
-0.310657186,0.048692727,0,1
0.098273253,0.217781818,0,1
0.297662375,-0.247572727,0,1
-0.092181936,-0.161281818,0,1
-0.302941517,0.079510909,0,1
0.002436527,0.075401818,0,1
0.231876148,0.215932727,0,1
-0.053603593,-0.350094545,0,1
-0.264769261,-0.396732727,0,1
-0.129948104,0.275514545,0,1
-0.055634032,0.163747273,0,1
-0.061319261,-0.202989091,0,1
-0.006091317,0.138270909,0,1
0.117359381,0.351738182,0,1
0.017055689,0.080127273,0,1
-0.135633333,0.173814545,0,1
0.051979242,0.007396364,0,1
0.211165669,-0.031845455,0,1
-0.146191617,0.342492727,0,1
-0.467000998,0.201756364,0,1
0.282231038,-0.081154545,0,1
1.099279741,-0.132312727,0,1
0.295631936,0.005547273,0,1
-0.761820758,-0.020956364,0,1
0.003248703,0.060814545,0,1
1.064762275,0.096769091,0,1
0.222536128,-0.249010909,0,1
-0.862936627,-0.083003636,0,1
-0.036547904,0.12656,0,1
1.115523253,-0.178950909,0,1
0.774409481,-0.001232727,0,1
-0.908418463,0.297292727,0,1
-1.919577146,0.007190909,0,1
-0.1100498,0.219014545,0,1
1.672675749,-0.043967273,0,1
0.12507505,-0.268529091,0,1
-2.221706487,0.400636364,0,1
-0.874307086,0.076018182,0,1
2.084448802,0.188607273,0,1
0.935626347,0.307565455,0,1
-1.891150998,-0.175047273,0,1
-1.21501477,-0.017258182,0,1
1.346587226,0.248189091,0,1
1.390444711,0.025476364,0,1
-0.621314371,0.076223636,0,1
-0.790652994,0.264830909,0,1
0.824764371,-0.254558182,0,1
1.309227146,0.025065455,0,1
0.375631238,0.051569091,0,1
-0.393093014,-0.305716364,0,1
-0.284261477,-0.385638182,0,1
0.415833932,0.077661818,0,1
0.526695908,0.066361818,0,1
-0.258677944,-0.37516,0,1
-0.635121357,0.388103636,0,1
-0.127105489,0.083825455,0,1
0.155937725,0.248394545,0,1
-0.34151986,0.470490909,0,1
-0.627405689,-0.11526,0,1
-0.082435828,0.332630909,0,1
0.071877545,0.459601818,0,1
-0.462127944,0.054856364,0,1
-0.244058782,-0.217576364,0,1
0.549436826,0.026092727,0,1
0.455630539,-0.203194545,0,1
-0.335834631,-0.184087273,0,1
-0.281012774,0.087934545,0,1
0.377255589,-0.15594,0,1
0.357357285,0.04972,0,1
-0.157562076,-0.179772727,0,1
-0.223348303,-0.216343636,0,1
0.250556188,-0.240176364,0,1
0.358169461,-0.05198,0,1
-0.01868004,0.299963636,0,1
-0.343550299,0.010889091,0,1
-0.275733633,-0.00904,0,1
0.159186427,0.017052727,0,1
0.249744012,0.155734545,0,1
-0.199389122,0.048076364,0,1
-0.471874052,0.183881818,0,1
-0.014619162,0.426523636,0,1
0.463752295,0.221274545,0,1
0.114110679,-0.031434545,0,1
-0.308626747,-0.187990909,0,1
-0.046294012,0.085058182,0,1
0.315124152,0.053418182,0,1
0.016649601,-0.082387273,0,1
-0.345174651,0.0226,0,1
0.093806287,0.053007273,0,1
0.452787924,0.050336364,0,1
0.007309581,-0.062663636,0,1
-0.356951198,0.008629091,0,1
-0.139288124,0.107863636,0,1
0.032487026,0.036981818,0,1
-0.094618463,-0.0113,0,1
-0.133602894,-0.073758182,0,1
-0.037766168,-0.014381818,0,1
0.079999301,-0.011094545,0,1
0.106801098,0.096769091,0,1
0.035329641,0.321741818,0,1
-0.055227944,0.017052727,0,1
-0.160810778,0.007396364,0,1
0.014213074,0.313112727,0,1
0.247307485,0.004930909,0,1
0.109643713,-0.181210909,0,1
-0.105582834,0.068005455,0,1
0.059288822,-0.02034,0,1
0.42558004,-0.078072727,0,1
0.283043214,0.058965455,0,1
-0.172587325,-0.152652727,0,1
-0.137257685,0.011094545,0,1
0.333804192,0.120396364,0,1
0.333398104,-0.079716364,0,1
-0.074314072,0.189018182,0,1
-0.165277745,0.231341818,0,1
-0.094618463,0.062869091,0,1
-0.058070559,0.043761818,0,1
-0.056446208,-0.043350909,0,1
-0.083248004,0.077456364,0,1
-0.238373553,0.136421818,0,1
-0.239997904,0.084441818,0,1
0.12872984,0.143612727,0,1
0.210353493,0.179156364,0,1
-0.119795908,0.11526,0,1
-0.189643014,-0.026709091,0,1
0.225378743,-0.041707273,0,1
0.311063273,-0.003698182,0,1
-0.071471457,0.004930909,0,1
-0.094618463,-0.09266,0,1
0.156343812,-0.07458,0,1
0.168120359,-0.209563636,0,1
0.010964371,-0.024654545,0,1
0.053603593,0.261749091,0,1
0.036547904,-0.14012,0,1
-0.21279002,0.172376364,0,1
-0.173399501,0.315783636,0,1
0.138475948,-0.079716364,0,1
0.046294012,-0.040269091,0,1
-0.422331337,-0.111356364,0,1
-0.293601497,-0.062869091,0,1
0.195734331,0.066156364,0,1
0.044263573,-0.038830909,0,1
-0.348017265,-0.101083636,0,1
-0.199389122,0.214289091,0,1
0.224972655,0.065129091,0,1
0.212383932,-0.105603636,0,1
-0.101928044,0.167856364,0,1
-0.063755788,0.079305455,0,1
0.204262176,0.018285455,0,1
0.175023852,-0.031845455,0,1
0.030456587,0.102932727,0,1
0.030862675,-0.056910909,0,1
0.006091317,-0.108274545,0,1
-0.029644411,0.117725455,0,1
0.009746108,0.096152727,0,1
0.028426148,0.292567273,0,1
-0.05969491,0.091016364,0,1
-0.151876846,0.13334,0,1
-0.047512275,0.1582,0,1
0.101928044,-0.047870909,0,1
-0.030050499,0.06328,0,1
-0.186394311,-0.014998182,0,1
-0.037766168,-0.090605455,0,1
0.154313373,-0.119369091,0,1
0.089745409,0.042529091,0,1
-0.054415768,-0.098618182,0,1
-0.055634032,-0.104165455,0,1
0.058070559,0.09266,0,1
0.096648902,-0.007190909,0,1
0.004873054,0.086290909,0,1
0.027207884,-0.078278182,0,1
0.207510878,-0.178950909,0,1
0.29481976,-0.058965455,0,1
-0.043451397,0.045610909,0,1
-0.402433034,0.072730909,0,1
-0.092588024,0.111767273,0,1
0.358981637,0.096769091,0,1
-0.069847106,0.118547273,0,1
-0.756135529,0.2825,0,1
-0.193703892,0.15594,0,1
0.598167365,0.237710909,0,1
0.143349002,0.063485455,0,1
-0.821515669,0.140325455,0,1
-0.405681737,0.186758182,0,1
1.318161078,-0.161692727,0,1
1.087097106,0.113205455,0,1
-0.873088822,0.021572727,0,1
-0.758165968,0.083003636,0,1
1.360394212,0.041296364,0,1
1.19836517,-0.131901818,0,1
-1.156944212,0.071087273,0,1
-1.169939022,0.053212727,0,1
0.761414671,-0.171143636,0,1
1.042833533,-0.213467273,0,1
-0.715932834,-0.017258182,0,1
-1.23938004,-0.139092727,0,1
0.25380489,-0.040885455,0,1
0.709435429,-0.106836364,0,1
-0.432077445,0.067389091,0,1
-1.045676148,0.394678182,0,1
0.03167485,0.0678,0,1
0.85116008,0.040474545,0,1
-0.073095808,0.558630909,0,1
-0.654207485,0.427756364,0,1
0.230251796,-0.290718182,0,1
0.964052495,-0.113616364,0,1
0.20710479,0.17854,0,1
-0.623750898,-0.144845455,0,1
0.189236926,-0.334890909,0,1
0.942935928,-0.228465455,0,1
0.109237625,-0.066156364,0,1
-0.632278743,0.184292727,0,1
0.026395709,0.010272727,0,1
0.749232036,-0.470901818,0,1
0.136039421,0.312290909,0,1
-0.752480739,0.740663636,0,1
-0.552279441,-0.07006,0,1
0.075938423,-0.138065455,0,1
0.142536826,0.080743636,0,1
-0.245683134,0.227438182,0,1
-0.386595609,0.091221818,0,1
-0.126699401,-0.065129091,0,1
0.205886527,0.134161818,0,1
0.345580739,0.360572727,0,1
-0.10639501,0.138887273,0,1
-0.469437525,-0.3729,0,1
0.084872355,0.030612727,0,1
0.644867465,0.319276364,0,1
0.170556886,-0.181827273,0,1
-0.570553393,-0.430632727,0,1
-0.169744711,-0.032050909,0,1
0.601822156,0.008218182,0,1
0.292789321,-0.313112727,0,1
-0.491772355,-0.236683636,0,1
-0.36588513,0.151214545,0,1
0.361012076,0.45652,0,1
0.25949012,0.003698182,0,1
-0.264363174,-0.24182,0,1
-0.147815968,0.172581818,0,1
0.159186427,0.268118182,0,1
-0.034923553,-0.056705455,0,1
-0.366697305,0.005547273,0,1
-0.17177515,0.12204,0,1
0.104364571,-0.029790909,0,1
-0.05604012,0.298525455,0,1
-0.125481138,0.18532,0,1
0.159998603,-0.039036364,0,1
0.344362475,0.208330909,0,1
0.274921457,0.288458182,0,1
-0.210353493,0.053007273,0,1
-0.446696607,-0.279212727,0,1
0.344768563,-0.08814,0,1
0.682227545,0.006985455,0,1
-0.26883014,0.155323636,0,1
-0.737455489,-0.018696364,0,1
0.302941517,-0.230109091,0,1
0.724460679,0.220041818,0,1
-0.276951896,0.191278182,0,1
-1.187806886,-0.230930909,0,1
-0.185988224,-0.087523636,0,1
1.830643912,0.35256,0,1
0.629842216,-0.172376364,0,1
-2.009322555,0.146489091,0,1
-0.743546806,0.041501818,0,1
2.364243313,-0.387076364,0,1
0.952275948,0.156350909,0,1
-2.274497904,-0.058349091,0,1
-0.9072002,0.2825,0,1
2.24729002,0.000616364,0,1
1.293389721,0.258667273,0,1
-1.703132335,0.057116364,0,1
-1.102934531,-0.391390909,0,1
1.258466168,0.120396364,0,1
1.023341317,-0.309003636,0,1
-0.840195709,0.281678182,0,1
-0.932783733,0.085469091,0,1
0.227409182,-0.125943636,0,1
0.588827345,0.324207273,0,1
-0.017461776,0.413374545,0,1
-0.666796208,0.121218182,0,1
-0.344362475,-0.077456364,0,1
0.316342415,0.675329091,0,1
0.438168762,-0.030407273,0,1
-0.208729142,-0.353381818,0,1
-0.40121477,-0.14238,0,1
0.450351397,0.105809091,0,1
0.573802096,0.162925455,0,1
-0.255429242,-0.40906,0,1
-0.274921457,0.145256364,0,1
0.536848104,0.026709091,0,1
0.398778244,0.071087273,0,1
-0.432889621,-0.060814545,0,1
-0.278576248,-0.172787273,0,1
0.367915569,0.294005455,0,1
0.13441507,-0.085674545,0,1
-0.420300898,-0.093481818,0,1
-0.095430639,-0.045610909,0,1
0.287104092,-0.149365455,0,1
-0.067816667,-0.039036364,0,1
-0.26883014,0.522265455,0,1
-0.062537525,0.057321818,0,1
-0.062131437,-0.237505455,0,1
-0.08406018,0.292772727,0,1
0.105176747,0.189018182,0,1
-0.14740988,0.156967273,0,1
-0.529944611,-0.238943636,0,1
-0.074314072,-0.060198182,0,1
0.505579341,0.164774545,0,1
-0.004060878,-0.01356,0,1
-0.624969162,-0.109096364,0,1
0.013400898,0.111972727,0,1
0.702125848,0.229903636,0,1
0.101928044,-0.135805455,0,1
-0.522228942,0.139914545,0,1
0.109643713,0.120601818,0,1
0.643243114,-0.134161818,0,1
-0.058476647,-0.094098182,0,1
-0.521010679,0.090810909,0,1
0.045075749,0.064307273,0,1
0.392280838,-0.108890909,0,1
-0.009746108,0.018285455,0,1
-0.278576248,0.197030909,0,1
0.117359381,0.227849091,0,1
0.356139022,-0.071498182,0,1
0.049542715,0.049514545,0,1
-0.369133832,0.097796364,0,1
-0.352078144,-0.07458,0,1
0.342738124,-0.069238182,0,1
0.469843613,-0.003698182,0,1
-0.419082635,-0.046843636,0,1
-0.687100599,-0.165390909,0,1
0.339895509,0.112794545,0,1
0.628217864,-0.005547273,0,1
-0.517761976,-0.023627273,0,1
-0.94821507,-0.066567273,0,1
0.326494611,0.02938,0,1
1.360800299,0.246134545,0,1
0.060913174,-0.072730909,0,1
-1.285674052,0.209152727,0,1
-0.118577645,0.197030909,0,1
1.307196707,-0.036365455,0,1
0.260708383,-0.083414545,0,1
-1.203644311,-0.058349091,0,1
-0.175023852,0.147105455,0,1
1.210141717,0.185525455,0,1
0.361012076,0.134161818,0,1
-0.816236527,-0.025476364,0,1
-0.125481138,0.071292727,0,1
0.746795509,-0.079716364,0,1
0.159186427,-0.019929091,0,1
-0.41055479,0.121629091,0,1
-0.058882735,-0.043761818,0,1
0.129948104,0.244490909,0,1
-0.053603593,0.257434545,0,1
0.013400898,-0.034927273,0,1
-0.023147006,-0.241409091,0,1
-0.367915569,0.216754545,0,1
-0.21847525,0.364681818,0,1
0.385783433,-0.198469091,0,1
0.255023154,-0.186963636,0,1
-0.445884431,-0.050336364,0,1
-0.232282236,0.347423636,0,1
0.523447206,-0.133545455,0,1
0.242840519,-0.291129091,0,1
-0.487711477,0.245107273,0,1
-0.154313373,0.229492727,0,1
0.506797605,0.057116364,0,1
0.238779641,-0.345574545,0,1
-0.206292615,0.168472727,0,1
-0.021522655,0.137243636,0,1
0.215632635,-0.074990909,0,1
0.006091317,-0.007807273,0,1
-0.05035489,0.059992727,0,1
0.224972655,0.139914545,0,1
0.061319261,-0.262981818,0,1
-0.297256287,0.088756364,0,1
-0.131572455,0.205043636,0,1
0.203043912,0.123889091,0,1
-0.004873054,0.00904,0,1
-0.334210279,0.107247273,0,1
-0.164871657,0.355641818,0,1
-0.003248703,0.015409091,0,1
-0.147815968,-0.056089091,0,1
-0.186800399,-0.037392727,0,1
0.000812176,0.17402,0,1
-0.036953992,0.1356,0,1
-0.141724651,0.027941818,0,1
0.129135928,-0.080949091,0,1
0.2501501,-0.101083636,0,1
-0.043857485,0.141558182,0,1
-0.110455888,-0.170321818,0,1
0.250962275,-0.11074,0,1
0.290758882,0.017258182,0,1
-0.127105489,-0.048076364,0,1
-0.149440319,-0.054445455,0,1
0.196140419,-0.10848,0,1
0.161622954,-0.232163636,0,1
-0.192485629,-0.031845455,0,1
-0.286698004,0.372283636,0,1
-0.211165669,-0.042323636,0,1
-0.102334132,0.017669091,0,1
0.250962275,0.094509091,0,1
0.201825649,-0.077661818,0,1
-0.411773054,0.136421818,0,1
-0.289946707,0.098001818,0,1
0.529538523,0.066567273,0,1
0.413803493,-0.04294,0,1
-0.474716667,0.130258182,0,1
-0.348017265,0.06102,0,1
0.508015868,-0.070676364,0,1
0.715120659,0.086085455,0,1
-0.025177445,0.062663636,0,1
-1.150852894,0.20566,0,1
-0.441011377,0.18984,0,1
1.218669561,-0.063896364,0,1
0.552685529,-0.124916364,0,1
-1.369328144,0.141352727,0,1
-1.056640519,0.002876364,0,1
1.256841816,-0.116698182,0,1
1.206893014,0.216754545,0,1
-0.923443713,0.167650909,0,1
-1.068010978,-0.08362,0,1
0.709435429,0.107452727,0,1
1.289328842,0.131901818,0,1
-0.13441507,-0.040063636,0,1
-0.766287725,0.124505455,0,1
0.246901397,-0.060814545,0,1
0.864560978,-0.057116364,0,1
0.315124152,0.050130909,0,1
-0.373194711,-0.0226,0,1
-0.290758882,-0.328521818,0,1
0.159998603,-0.155118182,0,1
0.144567265,0.367763636,0,1
-0.237155289,-0.107247273,0,1
-0.309032834,0.116698182,0,1
-0.045887924,0.151009091,0,1
-0.038172255,-0.098001818,0,1
-0.246901397,0.279623636,0,1
-0.097867166,0.015409091,0,1
0.233500499,0.060198182,0,1
0.014213074,0.358518182,0,1
-0.443853992,0.334890909,0,1
-0.165683832,-0.069854545,0,1
0.549436826,-0.126970909,0,1
0.389438224,0.044172727,0,1
-0.404869561,-0.077661818,0,1
-0.353702495,0.131696364,0,1
0.285073653,0.079305455,0,1
0.41624002,0.041296364,0,1
-0.019086128,-0.096358182,0,1
-0.261926647,-0.163336364,0,1
0.005279142,-0.184909091,0,1
0.311875449,-0.028558182,0,1
0.331773752,0.330576364,0,1
-0.066192315,-0.052185455,0,1
-0.380504291,0.019929091,0,1
-0.046294012,0.104576364,0,1
0.380910379,-0.085469091,0,1
0.05969491,0.087934545,0,1
-0.572583832,0.050747273,0,1
-0.387001697,0.048692727,0,1
0.280606687,0.257023636,0,1
0.256241417,0.018285455,0,1
-0.300098902,-0.347834545,0,1
-0.321215469,0.136010909,0,1
0.08771497,0.139503636,0,1
0.05969491,-0.084852727,0,1
-0.293601497,0.251476364,0,1
-0.123044611,-0.019107273,0,1
0.294413673,-0.0904,0,1
0.120608084,-0.042323636,0,1
-0.109237625,-0.077456364,0,1
0.004060878,-0.003492727,0,1
0.149034232,0.064101818,0,1
0.094212375,0.122450909,0,1
-0.002030439,-0.051158182,0,1
0.073095808,0.122861818,0,1
0.106801098,-0.072936364,0,1
0.056852295,-0.067594545,0,1
0.010964371,0.242436364,0,1
0.039796607,0.070881818,0,1
-0.07837495,-0.028558182,0,1
-0.092181936,0.127792727,0,1
0.135633333,0.136010909,0,1
0.114110679,-0.18306,0,1
-0.085684531,0.118136364,0,1
-0.147003792,0.145256364,0,1
0.164059481,0.028763636,0,1
0.27248493,0.168678182,0,1
-0.066192315,-0.121218182,0,1
-0.111268064,0.069238182,0,1
0.168526447,0.152652727,0,1
0.163653393,-0.09718,0,1
-0.142536826,0.015409091,0,1
-0.128323752,0.154090909,0,1
0.025583533,-0.051363636,0,1
-0.082029741,-0.092865455,0,1
-0.129135928,0.030818182,0,1
0.027613972,0.014792727,0,1
0.053603593,0.146694545,0,1
-0.143349002,0.120807273,0,1
-0.080811477,0.134161818,0,1
0.181521257,0.081565455,0,1
0.080405389,-0.004314545,0,1
-0.172181238,-0.066156364,0,1
-0.011776547,-0.148954545,0,1
0.246089222,0.064307273,0,1
0.040202695,0.043350909,0,1
-0.121014172,-0.063485455,0,1
0.079187126,0.112794545,0,1
0.126699401,0.033283636,0,1
-0.040202695,-0.115670909,0,1
-0.045075749,0.17628,0,1
0.093806287,0.043350909,0,1
0.008527844,-0.008218182,0,1
-0.140912475,0.29606,0,1
0.031268762,0.025270909,0,1
0.17177515,-0.085263636,0,1
-0.1100498,-0.036570909,0,1
-0.267205788,0.058554545,0,1
0.022740918,0.066978182,0,1
0.118983733,-0.006985455,0,1
-0.140100299,0.079305455,0,1
-0.200607385,0.057116364,0,1
0.051573154,0.137038182,0,1
0.133602894,0.046432727,0,1
-0.11208024,-0.041707273,0,1
-0.16608992,0.067594545,0,1
0.068628842,0.093276364,0,1
0.09136976,-0.132929091,0,1
-0.049948802,-0.064307273,0,1
0.014619162,0.048898182,0,1
0.099085429,-0.195592727,0,1
0.00934002,0.027941818,0,1
-0.017461776,0.152036364,0,1
0.070253194,0.079716364,0,1
0.069441018,-0.025681818,0,1
-0.052791417,-0.033283636,0,1
-0.016649601,-0.018696364,0,1
0.152282934,-0.074374545,0,1
0.069847106,0.127998182,0,1
-0.151876846,-0.022394545,0,1
-0.086496707,0.093070909,0,1
0.146597705,0.166623636,0,1
0.090963673,-0.034721818,0,1
-0.150658583,0.098207273,0,1
-0.121014172,0.058965455,0,1
0.088527146,0.010067273,0,1
0.030050499,0.115465455,0,1
-0.107207186,0.188607273,0,1
-0.063755788,-0.083209091,0,1
0.075126248,0.054445455,0,1
0.025989621,0.160870909,0,1
0.161216866,-0.073347273,0,1
0.294413673,0.147310909,0,1
-0.269236228,0.096769091,0,1
-0.343550299,0.062252727,0,1
0.238373553,0.146694545,0,1
0.304565868,0.081565455,0,1
-0.317560679,-0.1017,0,1
-0.234312675,0.176074545,0,1
0.426798303,0.134161818,0,1
0.179084731,-0.16272,0,1
-0.403651297,0.082798182,0,1
-0.269236228,-0.058349091,0,1
0.541721158,-0.010478182,0,1
0.471061876,-0.2034,0,1
-0.246495309,-0.019312727,0,1
-0.039390519,0.257023636,0,1
0.303347605,-0.001232727,0,1
-0.189236926,0.016847273,0,1
-0.600197804,0.014176364,0,1
-0.133196806,-0.117930909,0,1
0.188018663,-0.228465455,0,1
-0.288728443,0.143407273,0,1
-0.220911776,0.07684,0,1
0.343144212,0.191483636,0,1
0.102334132,0.015614545,0,1
-0.526695908,-0.086907273,0,1
-0.101521956,0.401458182,0,1
0.819079142,-0.183881818,0,1
0.123450699,-0.088345455,0,1
-0.702531936,0.472956364,0,1
0.181927345,0.379269091,0,1
1.275521856,-0.208536364,0,1
0.499081936,-0.082592727,0,1
-0.875119261,0.361189091,0,1
-0.195328244,0.092865455,0,1
0.914915868,0.016025455,0,1
0.339895509,-0.546714545,0,1
-0.790652994,0.034516364,0,1
-0.508421956,0.363038182,0,1
0.484868862,-0.50624,0,1
0.308220659,-0.082387273,0,1
-0.440605289,0.350094545,0,1
-0.615223054,0.296470909,0,1
-0.276139721,-0.133750909,0,1
0.002842615,-0.226821818,0,1
0.047918363,-0.033489091,0,1
-0.064567964,-0.001849091,0,1
-0.311875449,0.068621818,0,1
-0.107207186,-0.210590909,0,1
0.529944611,0.172581818,0,1
0.538472455,0.125121818,0,1
-0.251368363,-0.385638182,0,1
-0.528726347,-0.005136364,0,1
0.27817016,0.230930909,0,1
0.692785828,0.208330909,0,1
0.016243513,0.063074545,0,1
-0.394717365,0.027736364,0,1
0.000812176,0.182032727,0,1
0.252992715,0.045610909,0,1
-0.071471457,-0.060609091,0,1
-0.289540619,-0.001643636,0,1
-0.113298503,0.169910909,0,1
-0.019898303,0.354614545,0,1
0.006497405,-0.0113,0,1
0.170962974,-0.073963636,0,1
0.13441507,0.363038182,0,1
-0.227409182,0.217781818,0,1
-0.254210978,0.063485455,0,1
0.187206487,-0.052801818,0,1
0.235530938,-0.008012727,0,1
-0.250556188,-0.018696364,0,1
-0.331367665,-0.139709091,0,1
0.227815269,-0.156350909,0,1
0.385783433,-0.166418182,0,1
-0.052791417,0.266885455,0,1
-0.153501198,0.081976364,0,1
0.114110679,-0.309209091,0,1
0.030456587,-0.051363636,0,1
-0.17542994,-0.039447273,0,1
